Area,Year,agricultural_water_withdrawal,agricultural_water_withdrawal_as_percent_of_total_water_withdrawal,agricultural_water_withdrawal_per_capita,environmental_flow_requirements,industrial_water_withdrawal,industrial_water_withdrawal_as_percent_of_total_water_withdrawal,industrial_water_withdrawal_per_capita,irrigation_water_requirement,irrigation_water_withdrawal,municipal_water_withdrawal,municipal_water_withdrawal_as_percent_of_total_withdrawal,municipal_water_withdrawal_per_capita,total_water_withdrawal,total_water_withdrawal_per_capita,water_withdrawal_for_aquaculture,water_withdrawal_for_livestock_watering_cleaning
Small Island Developing States,2015,17.22258396,61.76209587,256.1518604,875.105,5.326213388,19.10039182,79.21688586,3.43355,9.759719105,5.34289486,19.16021343,79.46498976,27.88536192,414.7395854,,1.135
Small Island Developing States,2016,17.24549761,60.63136883,254.0210035,875.105,5.945015558,20.90136447,87.56829474,3.43355,9.521087587,5.28374485,18.57648239,77.8279757,28.44319359,418.9597042,,1.1392
Small Island Developing States,2017,17.23626238,61.04669196,251.8379372,875.105,5.675982654,20.10296415,82.93142281,3.43355,9.283056069,5.353383372,18.96039515,78.21794514,28.23455592,412.533307,,1.1392
Small Island Developing States,2018,17.20012314,61.38884922,249.0597034,875.105,5.407173749,19.29870916,78.29647958,3.43355,9.045024552,5.442101894,19.42337097,78.80224301,28.01831825,405.7083764,,1.1392
Small Island Developing States,2019,17.20137591,61.80013549,246.714342,875.105,5.143362845,18.47878463,73.76976045,3.43355,8.895326367,5.520230415,19.83277323,79.17506263,27.83388058,399.2132705,,1.1392
Small Island Developing States,2020,17.22866159,62.25615573,245.292633,875.105,4.876136319,17.62002814,69.42386734,3.43355,8.63400641,5.600208697,20.23647995,79.73282947,27.67382821,394.0054282,,1.1392
Small Island Developing States,2021,17.17393935,62.63100812,242.9127934,875.105,4.799657301,17.50369378,67.8876371,3.43355,8.630078442,5.47849689,19.97932893,77.48932589,27.42082535,387.8474907,,1.1392
Small Island Developing States,2022,17.1566872,62.82885889,240.5795542,875.105,4.713628835,17.26160287,66.09683504,3.43355,8.624026292,5.467969194,20.02404432,76.67456868,27.30701703,382.9124998,,1.1392
South-eastern Asia,2000,192.3597625,85.19113528,364.92319,3478.515,18.94543208,8.390439073,35.94113146,1.2737,2.5103,27.56271463,12.20680937,52.2888655,225.7978625,428.3581723,,
South-eastern Asia,2001,200.9630941,84.39019579,375.7307682,3478.515,23.27933509,9.775663809,43.52422266,1.2737,2.5103,27.98171842,11.75033011,52.31603643,238.1355941,445.2303548,,
South-eastern Asia,2002,209.5664258,83.66816112,386.394813,3478.515,27.6132381,11.02442267,50.91279261,1.4657,2.5103,28.4007222,11.33882106,52.36474165,250.4733258,461.8182207,,
South-eastern Asia,2003,218.1697574,83.01391865,396.8820904,3478.515,31.94714111,12.15593492,58.11643326,1.4657,2.5103,28.81972599,10.9659488,52.42721645,262.8110574,478.0910199,,
South-eastern Asia,2004,227.8440891,82.45636886,409.1154388,3478.515,36.27660663,13.12843914,65.13805076,1.4657,2.5103,29.39005478,10.63620833,52.7726008,276.3207891,496.1599019,,
South-eastern Asia,2005,239.6404207,82.02607336,424.7798102,3478.515,40.60667214,13.89918219,71.97823486,79.6467,5.7033,29.77040857,10.19005771,52.77018152,292.1515207,517.8594962,,
South-eastern Asia,2006,314.2897524,82.80521111,549.6980423,3478.515,39.9468526,10.52470702,69.86771445,126.2253,8.035411111,30.73200304,8.09689142,53.75078818,379.553108,663.8447447,,0.125
South-eastern Asia,2007,374.686084,84.05166217,646.1586538,3478.515,38.41706991,8.617930367,66.2515189,160.4153,74.72952222,32.72974136,7.342117259,56.44353106,445.7806953,768.7636832,0.754,0.275
South-eastern Asia,2008,381.7124156,84.24550648,649.1344764,3478.515,37.81740486,8.346457427,64.31171819,160.4153,75.14363333,33.62116205,7.420329308,57.17564985,453.0952826,770.5271218,0.754,0.285
South-eastern Asia,2009,388.5787473,84.75242648,652.0856797,3478.515,36.32573982,7.922961857,60.95931624,160.4153,75.87274444,33.64718273,7.338745107,56.46434905,458.4868698,769.4006022,0.7535,0.295
South-eastern Asia,2010,396.3950789,84.9680595,656.559184,3478.515,34.84007477,7.468038085,57.70649607,160.4153,76.60185556,35.35210341,7.577792424,58.55458203,466.5224571,772.7129322,0.753,0.305
South-eastern Asia,2011,403.4214106,85.17648223,659.5980603,3478.515,34.03340973,7.185652627,55.64496691,160.4153,77.01596667,36.24002409,7.651546713,59.25280357,473.6300444,774.3898821,0.753,0.305
South-eastern Asia,2012,410.4377422,85.48281798,662.4038297,3478.515,32.61274468,6.792331773,52.63357814,160.4153,77.44007778,37.15494477,7.738346293,59.96421669,480.1406317,774.8970441,1.193,0.305
South-eastern Asia,2013,417.4540739,85.77919456,665.2431699,3478.515,31.13107964,6.396868792,49.60962031,160.4153,77.84418889,38.14086546,7.837251864,60.78021949,486.6612189,775.5297462,1.193,0.315
South-eastern Asia,2014,424.3204055,86.24647299,668.142468,3478.515,29.58641459,6.01367239,46.58729538,160.4153,244.2783,38.14378614,7.753025728,60.06188503,491.9858062,774.6896132,19.2034,0.5795
South-eastern Asia,2015,427.36088,85.96518006,665.2818042,3478.515,29.01074955,5.835616747,45.16165307,160.4153,250.1083,40.82570682,8.212237951,63.55424926,497.1325364,773.896831,16.143,0.8385
South-eastern Asia,2016,429.770884,85.90130816,661.6910105,3478.515,28.229346,5.642396542,43.46293613,160.4153,255.4683,42.37229898,8.46924733,65.23794509,500.307729,770.2921233,13.0833,0.9429
South-eastern Asia,2017,429.4522856,85.19710942,654.2198836,3478.515,33.582224,6.662226535,51.1585557,160.4153,255.1583,41.09937038,8.153519431,62.61004122,504.06908,767.8897653,13.083,0.931799618
South-eastern Asia,2018,429.4589153,85.13699073,647.7857377,3478.515,33.85407103,6.711314234,51.06468534,160.4153,255.16556,41.18462442,8.164541152,62.12191984,504.4328108,760.8746001,13.08338227,0.931913505
South-eastern Asia,2019,429.3300688,86.15782792,641.5537845,3478.515,27.54981798,5.528689112,41.16806922,160.4153,255.1964488,41.49142716,8.32648701,62.00120618,498.306514,744.6262284,12.91418911,0.911086905
South-eastern Asia,2020,429.3717901,85.91118484,636.1171941,3478.515,28.30061498,5.662550314,41.92755139,160.4153,255.2429083,42.17806415,8.439230404,62.48708565,499.7856692,740.4358295,12.91429349,0.906388267
South-eastern Asia,2021,429.3558457,85.67254947,631.4366859,3478.515,29.54506614,5.895345705,43.45076197,160.4153,255.2495151,42.32306736,8.445034854,62.24286371,501.1591792,737.0350128,12.91429349,0.897037127
South-eastern Asia,2022,429.431507,85.36622919,627.000295,3478.515,31.09480976,6.181303918,45.40061587,160.4153,255.344242,42.58460708,8.465348418,62.17653052,503.0461238,734.4828288,12.91429349,0.891171502
Southern Asia,2000,845.42,92.4641226,571.7653367,1860.76,15.72976349,1.720374228,10.638184,,9.32,56.51832222,6.181444815,38.22386215,914.3222,618.3645295,,
Southern Asia,2001,860.2045,92.31148435,570.7467197,1860.76,16.29001806,1.748137503,10.80844656,,9.32,58.83180944,6.313442509,39.03497628,931.8499275,618.2835469,,
Southern Asia,2002,874.989,92.16448222,569.9523422,1860.76,16.85027262,1.774875628,10.97596924,,9.32,61.14529667,6.440566233,39.82896362,949.377655,618.407795,,
Southern Asia,2003,889.7735,92.02280969,569.2872862,1860.76,17.41052718,1.800644354,11.1394549,,9.32,63.45878389,6.563081046,40.60165747,966.9053825,618.637149,,
Southern Asia,2004,904.558,91.88618209,568.5276878,1860.76,17.97078175,1.825495462,11.2948943,,9.32,65.77227111,6.681233132,41.33881655,984.43311,618.7303411,,
Southern Asia,2005,918.5925,91.78946313,567.5324603,1860.76,18.50603631,1.849197699,11.43355331,,9.32,67.66075833,6.760935542,41.80273259,1000.760293,618.2980496,,
Southern Asia,2006,932.765,91.68808084,566.7937269,1860.76,18.97179087,1.864871747,11.5281899,429.237,9.32,69.71670556,6.852948958,42.36328697,1017.324162,618.1760177,,
Southern Asia,2007,946.9375,91.58994704,566.3653592,1860.76,19.43754544,1.880043569,11.62563781,429.3408,9.32,71.77265278,6.942014089,42.92737828,1033.888031,618.3706591,,
Southern Asia,2008,992.928,91.37431132,584.920641,1860.76,19.9033,1.83160343,11.72476856,580.8008,9.32,73.8286,6.794085252,43.49144353,1086.6599,640.1368531,,
Southern Asia,2009,1005.888008,91.30161015,583.5732034,1860.76,20.6033,1.870103281,11.95315352,580.8008,9.320000217,75.2286,6.828287299,43.64441641,1101.7199,639.1707686,,
Southern Asia,2010,1018.848016,91.23086976,582.2284805,1860.76,21.3033,1.907564776,12.17393349,580.8008,9.320000434,76.6286,6.861566903,43.78999874,1116.7799,638.1924035,,
Southern Asia,2011,1018.848024,91.23087048,573.7241477,1860.76,21.3033,1.907564776,11.99611458,591.7008,9.320000651,76.6286,6.861566903,43.15037884,1116.7799,628.8706275,,
Southern Asia,2012,1018.848032,91.23087121,565.6650323,1860.76,21.3033,1.907564776,11.82760481,591.7008,9.320000868,76.6286,6.861566903,42.54424421,1116.7799,620.0368634,,
Southern Asia,2013,1018.84804,91.23087193,558.1055631,1860.76,21.3033,1.907564776,11.66954224,591.7008,9.320001085,76.6286,6.861566903,41.97568849,1116.7799,611.7507718,,
Southern Asia,2014,1018.848048,91.23087265,550.97649,1860.76,21.3033,1.907564776,11.52047892,591.7008,9.320001302,76.6286,6.861566903,41.4395033,1116.7799,603.9364461,,
Southern Asia,2015,1018.848056,91.23087337,544.2936399,1860.76,21.3033,1.907564776,11.38074576,591.7008,9.320001519,76.6286,6.861566903,40.93687901,1116.7799,596.6112345,,
Southern Asia,2016,1018.848064,91.23087409,537.8024288,1860.76,21.3033,1.907564776,11.24501963,591.7008,9.320001736,76.6286,6.861566903,40.4486681,1116.7799,589.4960826,,
Southern Asia,2017,1018.848072,91.23087481,531.4403879,1860.76,21.3033,1.907564776,11.11199434,591.7008,9.320001953,76.6286,6.861566903,39.9701722,1116.7799,582.5225166,,
Southern Asia,2018,1018.848081,91.23087553,525.304586,1860.76,21.3033,1.907564776,10.98369953,591.7008,9.32000217,76.6286,6.861566903,39.50869199,1116.7799,575.796936,,
Southern Asia,2019,1018.848089,91.23087625,519.3622471,1860.76,21.3033,1.907564776,10.85944989,591.7008,9.320002387,76.6286,6.861566903,39.06176233,1116.7799,569.2834141,,
Southern Asia,2020,1018.848178,91.2308843,513.6591079,1860.76,21.3033,1.907564776,10.74020085,591.7008,9.32000566,76.6286,6.861566903,38.63282003,1116.7799,563.0320388,,
Southern Asia,2021,1018.848268,91.23089234,508.5942532,1860.76,21.3033,1.907564776,10.63429786,591.7008,9.320008932,76.6286,6.861566903,38.25188383,1116.7799,557.480301,,
Southern Asia,2022,1018.848268,91.23089234,503.765018,1860.76,21.3033,1.907564776,10.53332242,591.7008,9.320008932,76.6286,6.861566903,37.8886722,1116.7799,552.18688,,
Sub-Saharan Africa,2000,55.2147765,74.73250182,85.07892527,3799.53,5.32823373,7.211696979,8.210128304,9.4319,15.3111,13.34283606,18.0593599,20.55960785,73.88321702,113.84461,,0.1635
Sub-Saharan Africa,2001,56.87125293,74.56692603,85.32686337,3799.53,5.506008253,7.219220415,8.260947135,11.2896,16.76297143,13.87265815,18.18918031,20.81386193,76.26873729,114.429906,,0.177228571
Sub-Saharan Africa,2002,63.54515849,75.69611462,92.81800612,3799.53,5.703596447,6.79422478,8.331027297,14.5208,24.26800756,14.67892331,17.48579259,21.44094729,83.94771489,122.6192475,,0.413957143
Sub-Saharan Africa,2003,64.59428675,75.31954066,91.84019976,3799.53,5.869421649,6.843982103,8.345147594,15.27,24.30251787,15.27488264,17.81112854,21.71783828,85.76033017,121.9340943,,0.413685714
Sub-Saharan Africa,2004,65.39476364,74.83048043,90.48626571,3799.53,6.040452446,6.912020678,8.358130752,17.3475,32.63202819,15.93211449,18.23093648,22.04515263,87.39054363,120.9216688,,0.413414286
Sub-Saharan Africa,2005,66.20254213,74.46499811,89.14073185,3799.53,6.226658243,7.003780812,8.384102104,17.3875,33.65300676,16.45035468,18.50345305,22.1501563,88.90424201,119.7082309,,0.413142857
Sub-Saharan Africa,2006,66.73606001,74.23843634,87.44347695,3799.53,6.296514284,7.004359784,8.250248839,17.3875,38.36778534,16.8349582,18.72752111,22.05864833,89.89421558,117.7873367,,0.487871429
Sub-Saharan Africa,2007,67.23907789,74.06097832,85.72699356,3799.53,6.408796641,7.059016333,8.170945908,17.3875,38.08256391,17.11295119,18.84918631,21.81829231,90.78880596,115.7519054,,0.4876
Sub-Saharan Africa,2008,67.88662078,73.97376356,84.20795384,3799.53,6.346434554,6.915495922,7.872247312,17.5415,37.79734249,17.50853168,19.07845711,21.71794104,91.77121389,113.834892,,0.487328571
Sub-Saharan Africa,2009,68.32238033,73.89845801,82.46200102,3799.53,6.2854058,6.798384283,7.586198505,17.5415,37.51212107,17.81603717,19.27007912,21.50314536,92.4544059,111.5882567,,0.487057143
Sub-Saharan Africa,2010,68.88113987,73.83541017,80.89071904,3799.53,6.221377046,6.668849076,7.306087902,17.7661,38.82889964,18.15554266,19.46137857,21.3210017,93.2901161,109.5554543,0.77,1.661785714
Sub-Saharan Africa,2011,69.36154123,74.00413599,79.25599076,3799.53,6.153792401,6.565685849,7.031633165,17.7661,38.76951155,18.17770986,19.39440342,20.7707669,93.72657392,107.0967044,0.77,1.661514286
Sub-Saharan Africa,2012,70.13946076,73.90195294,77.06533303,3833.46,6.317074423,6.655941344,6.940849543,17.7661,38.71012346,18.41674372,19.40467339,20.23529227,94.90880548,104.2805095,0.77,1.661242857
Sub-Saharan Africa,2013,70.67423029,73.98199423,75.5423503,3833.46,6.26167073,6.554735522,6.692981611,17.7661,47.95073537,18.55632045,19.42481137,19.83450055,95.52896084,102.1091025,0.77,2.050971429
Sub-Saharan Africa,2014,71.87938444,73.71639062,74.77415839,3833.46,7.142690114,7.32523433,7.430345238,17.7661,48.86634728,18.46308178,18.93493885,19.20663918,97.50800851,101.4349153,0.77,2.0408
Sub-Saharan Africa,2015,73.18793859,73.44708802,74.1212513,3833.46,8.028453943,8.056881704,8.130834995,17.7661,52.49528776,18.40604312,18.47121664,18.64076204,99.64716174,100.9178897,0.8279,2.0438
Sub-Saharan Africa,2016,74.92057406,74.04645071,73.902832,3833.46,8.467544546,8.368750877,8.35251905,17.7661,61.42402824,17.79048815,17.58292058,17.54881717,101.1805068,99.80604241,0.8279,2.0573
Sub-Saharan Africa,2017,74.88517068,73.88689939,71.97341756,3833.46,8.626363282,8.511367873,8.290945201,17.7661,63.72714872,17.83954628,17.60173274,17.14589286,101.3510802,97.41025562,0.829652,2.100233545
Sub-Saharan Africa,2018,76.65080229,73.91460838,71.7694779,3833.46,8.599995663,8.293002716,8.052325354,17.7661,64.7060392,17.14803307,16.53590193,16.05600129,103.701831,97.09782608,0.829707856,2.101821067
Sub-Saharan Africa,2019,77.37508355,74.82404596,70.5953749,3833.46,8.780891634,8.491387783,8.011498126,17.7661,65.68132819,17.24340687,16.67489596,15.73251642,103.4093821,94.34851324,0.826705856,2.093399302
Sub-Saharan Africa,2020,78.58690895,75.34697147,69.88461827,3833.46,8.623552364,8.268025332,7.66862666,17.7661,66.92369793,17.21965997,16.50973738,15.31284765,104.3000235,92.75040111,0.831205856,2.084829131
Sub-Saharan Africa,2021,78.60900764,75.09245291,68.16165546,3833.46,8.697136221,8.308071959,7.541263022,17.7661,67.1850375,17.51999124,16.73623871,15.19153647,104.6829669,90.77031421,0.831705856,2.085513084
Sub-Saharan Africa,2022,78.40361681,74.55042373,66.32201827,3833.46,9.146840386,8.697313393,7.737358809,17.7661,66.98985843,17.61811582,16.75226288,14.90325379,105.168573,88.96263087,0.831705856,2.09730132
Western Asia,2000,138.0009583,81.10975145,738.405579,150.9353,13.42972308,7.893289394,71.85879406,7.163,0.1442,18.71033846,10.99695916,100.1139302,170.1410199,910.3783033,,
Western Asia,2001,136.0802792,81.68522391,712.1094171,150.9353,13.9254061,8.359035726,72.8717848,7.163,0.1385,16.61197326,9.97170761,86.93061674,166.5910585,871.7726206,,
Western Asia,2002,135.2552,81.23879581,692.3108646,150.9353,14.41208912,8.65638264,73.7690372,7.163,0.1596,16.82360806,10.10482155,86.11252389,166.4908972,852.1924257,,
Western Asia,2003,134.8578872,80.80656359,675.3642105,150.9353,15.09205548,9.043128036,75.58055628,9.6001,0.1797,16.94912619,10.15588092,84.88071011,166.8897688,835.7789028,,
Western Asia,2004,136.5903471,82.56924987,669.3444087,150.9353,11.69423862,7.06920021,57.30619621,40.5102,0.2027,17.14061472,10.36154992,83.99550092,165.4252004,810.6461058,,
Western Asia,2005,137.528807,82.93465767,659.0648731,150.9353,11.36678009,6.854564043,54.47182768,40.5102,1.0313,16.93231991,10.21077828,81.14298029,165.827907,794.679681,,0.188
Western Asia,2006,138.319397,83.03553181,647.6306667,150.9353,11.08042877,6.651773474,51.88010959,53.4094,0.979871818,17.17873882,10.31269471,80.43324594,166.5785646,779.9440223,,0.188
Western Asia,2007,137.6104537,83.39056011,628.6586919,150.9353,10.56326413,6.401232526,48.25714639,54.4705,0.930343636,16.8455044,10.20820737,76.95689155,165.0192222,753.8727298,,0.188
Western Asia,2008,136.0849437,82.59304548,606.2777069,150.9353,10.07445663,6.114416712,44.88313177,54.4705,0.859015455,16.45721998,9.988260868,73.31924691,164.7656203,734.054185,,0.188
Western Asia,2009,136.7393104,83.9288315,594.8192436,150.9353,9.540794157,5.856016845,41.50268088,54.4705,0.849687273,16.64282427,10.21515166,72.39668032,162.9229288,708.7186048,,0.188
Western Asia,2010,135.8672771,83.87270855,577.8110149,150.9353,9.260531689,5.716651514,39.38282512,69.4905,0.820359091,16.86442856,10.41063994,71.7203788,161.9922374,688.9142188,,0.188
Western Asia,2011,137.3098134,84.01365639,570.3941267,150.9353,8.966942155,5.486465814,37.24927603,69.4905,1.936030909,17.16073699,10.4998778,71.28684652,163.4374925,678.9302493,0.4997,0.1951
Western Asia,2012,137.4674446,83.97745851,557.5373918,150.9353,8.759287406,5.350959252,35.52572223,69.4905,2.257702727,17.46861567,10.67139897,70.8488213,163.6956477,663.9131521,0.6118,0.1951
Western Asia,2013,139.5456303,84.07994071,552.9299147,150.9353,8.518655464,5.132715693,33.75397302,69.4905,3.814974546,17.90351715,10.78734359,70.94016626,165.9678029,657.624054,0.8011,0.1951
Western Asia,2014,138.8997559,83.81295473,537.2868976,150.9353,8.522416424,5.142477735,32.96609596,69.4905,40.11154636,18.30370661,11.04456753,70.80172086,165.7258789,641.0547145,8.5159,0.1961
Western Asia,2015,140.6127269,84.10749584,530.8115016,150.9353,7.589439074,4.539622617,28.65004925,69.4905,56.62351818,18.96805906,11.34574362,71.60421489,167.1821584,631.110814,8.4271,0.3516
Western Asia,2016,145.5742568,84.27951835,537.9970085,150.9353,7.169675837,4.150849468,26.4968837,69.4905,61.58739588,19.98238472,11.56870587,73.84865591,172.7279173,638.3484612,8.42526,0.352798039
Western Asia,2017,146.3925852,83.2284041,532.2135504,150.9353,9.762630443,5.550336789,35.49226349,69.4905,60.85650289,20.18459619,11.4755247,73.38155536,175.8925776,639.4614388,8.36708,0.387002352
Western Asia,2018,143.1227062,83.84331053,512.8759869,150.9353,10.85935659,6.36156506,38.91418334,69.4905,62.47594821,20.54380891,12.03485454,73.61813196,170.7025942,611.7077005,8.29259,0.387598972
Western Asia,2019,159.9269456,80.92763433,564.3908665,150.9353,11.16133044,5.647954229,39.3889406,69.4905,65.5429358,26.52118371,13.42048177,93.59469601,197.6172255,697.4019087,8.47046,0.390053796
Western Asia,2020,147.6993927,79.5042636,513.4697387,150.9353,9.633754294,5.185698647,33.49127718,69.4905,60.94269572,28.35913374,15.26527634,98.58914602,185.7754364,645.8392487,8.61011,0.389430967
Western Asia,2021,146.9732767,83.61275099,503.4278148,150.9353,10.31617429,5.868847261,35.33600937,69.4905,61.17762,26.57080817,15.11607019,91.01303445,175.7785445,602.0945477,8.72495,0.38865
Western Asia,2022,149.2438308,80.1186227,501.3419971,150.9353,10.46587429,5.618399294,35.15711364,69.4905,62.14959366,26.30030686,14.11880378,88.3483645,186.2785777,625.749645,10.09956,0.388821164
World,2000,2364.823034,66.91888603,383.3805383,33721.606,746.4841872,21.12373295,121.0185732,76.82125,380.7573332,395.7729757,11.19943703,64.16194967,3533.864913,572.9033476,20.89448947,0.8415
World,2001,2380.68279,66.79622336,380.8069457,33721.606,759.9657259,21.3228073,121.5618595,79.91995,382.1221667,416.8639494,11.69619808,66.68031877,3564.097894,570.1025096,20.5886457,0.91810697
World,2002,2408.039176,66.71411786,380.1435041,33721.606,769.5767487,21.32092967,121.4887219,127.18315,385.553765,426.1265354,11.80572816,67.27018229,3609.489646,569.8096838,20.41648593,1.21771394
World,2003,2432.122315,66.64666662,378.9970756,33721.606,777.4397538,21.30393187,121.1482627,129.92525,384.4262517,433.1312028,11.86895524,67.49473834,3649.278258,568.6662137,20.30532616,1.30532091
World,2004,2454.233572,66.66178209,377.5545915,33721.606,781.6488669,21.23111143,120.2473644,168.60185,414.2521384,439.7500904,11.94447221,67.65031153,3681.620105,566.3733846,19.79216639,1.45192788
World,2005,2479.565307,66.65160627,376.6050894,33721.606,787.5855922,21.17058367,119.6212665,270.99085,416.6807863,445.3081454,11.97004293,67.63496548,3720.188373,565.035279,19.39600461,1.72053485
World,2006,2599.610003,67.88337515,389.3563897,33721.606,778.2640821,20.32273787,116.5644435,1087.48655,447.2698628,450.6195766,11.76698725,67.49151268,3829.523793,573.5666337,31.6863149,2.203841821
World,2007,2668.857726,68.53878744,394.6498002,33795.076,768.7562935,19.74238779,113.6776662,1143.34935,577.8157127,456.2526681,11.7169995,67.46707496,3893.937763,575.8050513,32.05854519,2.397926568
World,2008,2738.13719,68.84738503,399.7390594,33795.076,753.8457939,18.95460601,110.05351,1431.40855,586.1608594,460.8603978,11.58781721,67.28074204,3977.111387,580.6161836,32.04072581,3.273011316
World,2009,2773.92617,69.75130086,399.8060391,33795.076,736.6262437,18.52271315,106.1699565,1451.17455,583.9185563,463.847925,11.66361114,66.85441151,3976.880912,573.1879323,32.02184886,4.680808064
World,2010,2800.395088,70.01390888,398.5080561,33795.076,728.1247904,18.20416803,103.6152349,1479.90109,595.2114376,468.7257258,11.71881796,66.70165173,3999.769664,569.1841271,33.96705557,6.530263812
World,2011,2808.973415,70.2639341,394.7035596,33795.076,716.0874924,17.91228215,100.6212023,1493.13829,613.2267283,469.8770562,11.75355036,66.02488498,3997.745716,561.7441789,34.56069453,6.47323956
World,2012,2839.160382,70.90230194,393.9439114,33795.076,700.5318071,17.49436842,97.20135642,1486.72329,595.1190421,464.6824543,11.6045067,64.47639408,4004.32751,555.615122,36.89741191,6.669510308
World,2013,2852.189503,71.29711112,390.8366748,33795.076,682.0786694,17.05014293,93.46551441,1486.72329,607.1486635,466.7641475,11.66785561,63.96087886,4000.42787,548.18024,37.1777051,8.484281056
World,2014,2862.722565,71.58340464,387.5065392,33795.076,664.9560129,16.62746363,90.01040006,1486.72329,887.8848822,471.9772473,11.80196038,63.88822724,3999.142789,541.3357205,66.74912212,15.8850453
World,2015,2868.595211,71.92185962,383.681059,33795.076,642.0090671,16.09654991,85.87015616,1486.72329,924.8283766,477.0914437,11.96170994,63.81205325,3988.488655,533.469325,67.56915983,27.42772098
World,2016,2880.057583,71.7288692,380.7261753,33795.076,639.1137743,15.91735825,84.48697149,1486.72329,943.8383862,498.294688,12.41020829,65.87154086,4015.200037,530.7851351,63.13585478,27.52214942
World,2017,2888.52473,71.61350205,377.4986608,33795.076,643.9371759,15.9647573,84.15556183,1486.72329,942.8472721,501.7658444,12.43998674,65.57532027,4033.491796,527.1333616,61.52052546,27.61409657
World,2018,2880.869133,71.4666129,372.3943581,31438.096,641.2449516,15.90756213,82.89026371,1486.72329,933.9015029,507.3530272,12.58606369,65.58277943,4031.069916,521.0745871,63.83749914,30.98460273
World,2019,2889.827122,71.36298583,369.6612917,31438.096,626.8246296,15.47915334,80.18223667,1486.72329,958.2657682,521.1742669,12.87016498,66.66763948,4049.476194,518.0014365,64.38270482,31.66804208
World,2020,2865.474617,71.51301641,363.029593,31444.354,606.3542581,15.13264914,76.81957407,1486.72329,939.2028447,527.7186434,13.1701575,66.85715632,4006.927355,507.6412817,65.01369927,31.01827114
World,2021,2845.562651,71.65877299,357.451887,31444.354,609.5905186,15.35109711,76.57511287,1486.72329,920.4689037,526.0659976,13.24772937,66.08298836,3970.989918,498.8250176,66.16629633,31.27638119
World,2022,2851.590176,71.47299308,355.2206496,31444.354,609.8939202,15.28653883,75.974071,1486.72329,924.0213075,527.2330477,13.21470536,65.67706231,3989.745011,496.9998237,68.03380739,31.07732098
